Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10535671,2014.0,None,None,As new,4.0,280  m² square meters,Installed,4.0,3.0,None,2.0,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 845,000  845000 €",None,€ 866  866 €,6522  m²  square meters,None,None,Yes,None,None
10551420,2011.0,None,None,As new,4.0,245  m² square meters,Installed,3.0,3.0,None,3.0,None,None,None,None,None,None,None,111  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 895,000  895000 €",None,None,1228  m²  square meters,Yes,None,None,None,None
10500855,1968.0,Gent,None,As new,3.0,245  m² square meters,None,2.0,1.0,None,2.0,None,No,None,None,No,None,None,252  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 925,000  925000 €",None,None,817  m²  square meters,None,None,Yes,None,None
10496295,1968.0,Gent,None,As new,3.0,245  m² square meters,None,2.0,1.0,None,2.0,None,No,None,None,No,None,None,252  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 925,000  925000 €",None,None,817  m²  square meters,None,None,Yes,None,None
10461879,1983.0,None,None,Good,4.0,351  m² square meters,Installed,10.0,2.0,None,3.0,None,None,None,None,None,None,None,178  kWh/m²  kilowatt hour per square meters,B,Fuel oil,"€ 975,000  975000 €",None,None,8980  m²  square meters,Yes,None,None,None,None
10270562,None,urbain,None,Good,2.0,525  m² square meters,None,7.0,4.0,None,6.0,Yes,None,None,None,None,None,None,168  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 975,000  975000 €",None,"€ 6,000  6000 €",200  m²  square meters,None,None,None,None,None
10551402,1974.0,None,None,To be done up,4.0,530  m² square meters,Installed,6.0,3.0,None,4.0,None,None,None,None,None,None,None,545  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 1,085,000  1085000 €",None,None,4152  m²  square meters,None,None,None,None,None
10284612,None,None,None,Good,4.0,510  m² square meters,Installed,5.0,4.0,None,3.0,Yes,No,None,None,No,No,Yes,282  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 1,150,000  1150000 €",None,None,6996  m²  square meters,None,None,Yes,None,None
10042751,None,Bruxelles (19 communes),None,Good,3.0,405  m² square meters,Installed,4.0,2.0,None,4.0,Yes,No,None,None,None,None,None,496  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 1,695,000  1695000 €",None,None,800  m²  square meters,None,350  m²  square meters,None,None,None
10550003,2016.0,None,None,As new,4.0,459  m² square meters,USA hyper equipped,5.0,2.0,None,None,Yes,None,None,None,None,None,Yes,44  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 1,995,000  1995000 €",None,"€ 2,265  2265 €",4496  m²  square meters,Yes,None,Yes,None,None
10235269,1900.0,Sablon,None,As new,3.0,566  m² square meters,None,7.0,None,7.0,7.0,None,No,None,None,No,No,No,153  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 2,050,000  2050000 €",None,"€ 3,060  3060 €",None,None,None,None,None,None
10481838,None,Antwerpen centrum,None,As new,2.0,613  m² square meters,Hyper equipped,5.0,4.0,None,None,Yes,None,15  m²  square meters,15  m²  square meters,Yes,None,None,175  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 2,450,000  2450000 €",None,None,258  m²  square meters,None,60  m²  square meters,None,15  m²  square meters,15  m²  square meters
10551394,1758.0,None,None,As new,4.0,811  m² square meters,Installed,5.0,2.0,None,4.0,Yes,None,None,None,None,None,None,576  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 2,595,000  2595000 €",None,None,9100  m²  square meters,Yes,None,None,None,None
10554938,1967.0,Oost- Vlaanderen,None,To renovate,4.0,None,Installed,3.0,1.0,None,1.0,None,None,None,None,None,None,None,677  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 299,000  299000 €",None,"€ 1,080  1080 €",699  m²  square meters,None,None,Yes,None,None
10317184,2012.0,None,None,None,4.0,369  m² square meters,Hyper equipped,4.0,2.0,None,2.0,None,None,None,None,None,None,None,129  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 819,000  819000 €",None,"€ 1,527  1527 €",1320  m²  square meters,Yes,None,None,None,None
10556781,1971.0,None,None,None,4.0,250  m² square meters,Installed,4.0,2.0,None,2.0,Yes,None,None,None,None,None,None,324  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 925,000  925000 €",None,"€ 1,276  1276 €",10420  m²  square meters,Yes,None,None,None,None
10568687,None,None,None,Good,4.0,301  m² square meters,Semi equipped,None,1.0,None,1.0,None,No,None,None,None,None,None,197  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 559,000  559000 €",None,None,None,None,None,None,None,None
10562825,2003.0,None,None,As new,None,76  m² square meters,Installed,3.0,1.0,None,2.0,None,None,None,None,No,No,No,658  kWh/m²  kilowatt hour per square meters,F,Electric,"€ 269,000  269000 €",None,€ 645  645 €,76  m²  square meters,Yes,None,None,None,None
10576288,2022.0,None,None,As new,None,131  m² square meters,USA hyper equipped,2.0,2.0,None,2.0,Yes,No,39  m²  square meters,39  m²  square meters,Yes,Yes,No,Not specified,Not specified,Gas,"€ 715,000  715000 €",None,None,None,None,None,None,39  m²  square meters,39  m²  square meters
10576287,2022.0,None,None,As new,None,131  m² square meters,USA hyper equipped,2.0,2.0,None,2.0,Yes,No,39  m²  square meters,39  m²  square meters,Yes,Yes,No,Not specified,Not specified,Gas,"€ 715,000  715000 €",None,None,None,None,None,None,39  m²  square meters,39  m²  square meters
10322420,2020.0,None,None,None,4.0,260  m² square meters,Not installed,3.0,1.0,1.0,2.0,None,None,20  m²  square meters,20  m²  square meters,No,No,No,Not specified,Not specified,None,"Make an offer starting from  € 550,000  Make an offer starting from  550000 €",None,"€ 1,004  1004 €",8363  m²  square meters,None,878  m²  square meters,None,20  m²  square meters,20  m²  square meters
10324274,2020.0,None,None,None,4.0,260  m² square meters,Not installed,3.0,1.0,1.0,2.0,None,None,20  m²  square meters,20  m²  square meters,No,No,No,Not specified,Not specified,None,"Make an offer starting from  € 550,000  Make an offer starting from  550000 €",None,"€ 1,004  1004 €",8363  m²  square meters,None,878  m²  square meters,None,20  m²  square meters,20  m²  square meters
10577260,None,None,None,None,2.0,145  m² square meters,USA installed,2.0,1.0,1.0,1.0,None,No,8  m²  square meters,8  m²  square meters,No,No,None,141  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 165,000  165000 €",None,€ 578  578 €,None,None,None,None,8  m²  square meters,8  m²  square meters
10577259,1961.0,None,None,To be done up,2.0,95  m² square meters,Semi equipped,2.0,1.0,None,1.0,Yes,None,2  m²  square meters,2  m²  square meters,Yes,None,None,604  kWh/m²  kilowatt hour per square meters,F,None,"€ 195,000  195000 €",None,None,None,Yes,None,None,2  m²  square meters,2  m²  square meters
10577258,1875.0,None,None,To be done up,2.0,115  m² square meters,Installed,3.0,1.0,None,2.0,None,None,4  m²  square meters,4  m²  square meters,None,None,None,633  kWh/m²  kilowatt hour per square meters,F,Electric,"€ 209,000  209000 €",None,€ 361  361 €,35  m²  square meters,None,4  m²  square meters,None,4  m²  square meters,4  m²  square meters
10577257,None,None,None,To be done up,3.0,115  m² square meters,Installed,3.0,1.0,1.0,2.0,Yes,None,None,None,None,None,None,648  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 155,000  155000 €",None,None,386  m²  square meters,Yes,None,Yes,None,None
10577256,None,None,None,As new,None,159  m² square meters,Hyper equipped,3.0,None,None,1.0,None,No,12  m²  square meters,12  m²  square meters,Yes,None,No,Not specified,Not specified,Gas,"€ 355,000  355000 €",None,None,None,Yes,None,None,12  m²  square meters,12  m²  square meters
10577255,2023.0,None,None,None,4.0,101  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,None,8  m²  square meters,8  m²  square meters,Yes,None,None,20  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 337,900  337900 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10577254,2023.0,None,None,None,4.0,92  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,None,17  m²  square meters,17  m²  square meters,Yes,None,None,20  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 378,300  378300 €",None,None,None,None,171  m²  square meters,None,17  m²  square meters,17  m²  square meters
10577253,2023.0,None,None,None,4.0,89  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,None,24  m²  square meters,24  m²  square meters,Yes,None,None,20  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 374,700  374700 €",None,None,None,None,119  m²  square meters,None,24  m²  square meters,24  m²  square meters
10577251,1976.0,None,None,Good,4.0,196  m² square meters,Hyper equipped,4.0,2.0,2.0,2.0,None,None,None,None,None,None,None,Not specified,Not specified,Gas,"€ 399,000  399000 €",None,€ 627  627 €,1897  m²  square meters,None,None,Yes,None,None
10577250,None,None,None,Good,4.0,None,Installed,5.0,2.0,2.0,2.0,Yes,None,None,None,None,None,None,286  kWh/m²  kilowatt hour per square meters,C,None,"€ 499,000  499000 €",None,None,1891  m²  square meters,None,None,Yes,None,None
10577248,2012.0,None,None,As new,None,21  m² square meters,None,1.0,1.0,None,1.0,None,Yes,None,None,Yes,None,None,90  kWh/m²  kilowatt hour per square meters,A,None,"€ 185,000  185000 €",None,€ 433  433 €,None,Yes,None,None,None,None
10518006,1936.0,None,None,None,3.0,130  m² square meters,None,4.0,1.0,None,1.0,Yes,None,35  m²  square meters,35  m²  square meters,None,None,None,367  kWh/m²  kilowatt hour per square meters,E,Pellet,"€ 399,000  399000 €",None,€ 689  689 €,398  m²  square meters,Yes,None,None,35  m²  square meters,35  m²  square meters
10577246,None,Grand Liège,None,Good,2.0,55  m² square meters,Installed,1.0,1.0,None,1.0,None,No,17  m²  square meters,17  m²  square meters,No,No,No,495  kWh/m²  kilowatt hour per square meters,F,Electric,"€ 139,900  139900 €",None,€ 274  274 €,107  m²  square meters,None,60  m²  square meters,None,17  m²  square meters,17  m²  square meters
10577236,1937.0,None,None,Good,3.0,148  m² square meters,Installed,3.0,1.0,1.0,2.0,Yes,None,39  m²  square meters,39  m²  square meters,None,None,None,648  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 295,000  295000 €",None,€ 374  374 €,231  m²  square meters,Yes,None,None,39  m²  square meters,39  m²  square meters
10577226,1899.0,None,None,Just renovated,3.0,159  m² square meters,None,4.0,2.0,None,None,None,No,None,None,None,None,None,175  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 319,000  319000 €",None,€ 399  399 €,490  m²  square meters,None,None,None,None,None
10577222,1973.0,None,None,To be done up,4.0,187  m² square meters,Hyper equipped,3.0,1.0,None,2.0,Yes,None,None,None,None,None,None,549  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 329,000  329000 €",None,"€ 1,467  1467 €",597  m²  square meters,Yes,None,None,None,None
10577220,1962.0,None,None,Good,None,100  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,9  m²  square meters,9  m²  square meters,Yes,None,None,197  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 299,000  299000 €",€ 135  135 €,"€ 1,006  1006 €",None,None,None,None,9  m²  square meters,9  m²  square meters
10577219,None,None,None,None,4.0,281  m² square meters,None,3.0,1.0,None,None,Yes,None,None,None,None,None,None,674  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 265,000  265000 €",None,None,1242  m²  square meters,None,None,Yes,None,None
10577218,None,None,None,As new,None,140  m² square meters,Installed,3.0,None,None,2.0,None,No,None,None,None,None,None,377  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 625,000  625000 €",None,€ 892  892 €,583  m²  square meters,Yes,None,Yes,None,None
10509038,None,None,None,Good,3.0,85  m² square meters,Installed,2.0,1.0,None,1.0,None,None,None,None,None,None,None,250  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 275,000  275000 €",None,€ 742  742 €,None,Yes,None,Yes,None,None
10577216,1875.0,None,None,Good,2.0,70  m² square meters,Hyper equipped,2.0,1.0,None,1.0,None,None,None,None,None,None,None,286  kWh/m²  kilowatt hour per square meters,C,Electric,"€ 179,000  179000 €",None,€ 531  531 €,None,None,None,None,None,None
10577215,None,None,None,None,None,87  m² square meters,Hyper equipped,2.0,1.0,None,1.0,None,None,None,None,None,None,None,341  kWh/m²  kilowatt hour per square meters,E,None,"Make an offer starting from  € 169,000  Make an offer starting from  169000 €",None,None,None,None,75  m²  square meters,None,None,None
10577197,None,Grand Liège,None,As new,3.0,100  m² square meters,Installed,2.0,1.0,6.0,1.0,None,No,15  m²  square meters,15  m²  square meters,No,No,No,243  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 189,000  189000 €",None,€ 600  600 €,265  m²  square meters,None,180  m²  square meters,None,15  m²  square meters,15  m²  square meters
10577193,None,None,None,None,2.0,117  m² square meters,Not installed,2.0,1.0,None,1.0,None,No,10  m²  square meters,10  m²  square meters,None,None,None,Not specified,Not specified,Fuel oil,"€ 249,000  249000 €",None,"€ 1,274  1274 €",None,None,1  m²  square meter,None,10  m²  square meters,10  m²  square meters
10577190,1950.0,None,None,Good,4.0,402  m² square meters,Installed,5.0,2.0,None,3.0,None,No,None,None,None,None,None,275  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 595,000  595000 €",None,"€ 2,275  2275 €",2229  m²  square meters,None,None,Yes,None,None
10577189,2018.0,None,None,As new,2.0,149  m² square meters,Installed,5.0,1.0,None,3.0,None,No,None,None,None,None,None,77  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 445,000  445000 €",None,None,178  m²  square meters,None,None,None,None,None
10577187,None,None,None,None,2.0,82  m² square meters,Installed,3.0,1.0,None,1.0,None,No,25  m²  square meters,25  m²  square meters,None,None,None,707  kWh/m²  kilowatt hour per square meters,G,None,"€ 139,000  139000 €",None,€ 562  562 €,280  m²  square meters,None,280  m²  square meters,None,25  m²  square meters,25  m²  square meters
10577186,1930.0,None,None,None,4.0,80  m² square meters,None,2.0,1.0,None,1.0,None,No,1  m²  square meter,1  m²  square meter,None,None,None,Not specified,Not specified,None,"€ 325,000  325000 €",None,None,None,None,None,None,1  m²  square meter,1  m²  square meter
10577185,1974.0,None,None,None,4.0,190  m² square meters,None,4.0,2.0,None,None,None,No,None,None,Yes,No,No,Not specified,Not specified,Gas,"€ 670,000  670000 €",None,None,None,None,None,Yes,None,None
10577182,1994.0,None,None,None,2.0,126  m² square meters,None,1.0,1.0,None,None,None,No,None,None,No,No,No,404  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 199,000  199000 €",None,€ 924  924 €,None,None,None,None,None,None
10476932,1980.0,None,None,Good,4.0,386  m² square meters,Installed,5.0,2.0,1.0,3.0,None,No,25  m²  square meters,25  m²  square meters,No,Yes,No,210  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 550,000  550000 €",None,None,4486  m²  square meters,None,3200  m²  square meters,None,25  m²  square meters,25  m²  square meters
10566485,1928.0,None,None,Good,2.0,450  m² square meters,USA hyper equipped,8.0,8.0,8.0,8.0,None,Yes,30  m²  square meters,30  m²  square meters,No,No,No,220  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 2,195,000  2195000 €",None,None,292  m²  square meters,None,100  m²  square meters,None,30  m²  square meters,30  m²  square meters
10550835,1930.0,None,None,As new,4.0,750  m² square meters,Hyper equipped,8.0,6.0,6.0,4.0,Yes,No,None,None,None,None,Yes,255  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 2,450,000  2450000 €",None,"€ 8,048  8048 €",5200  m²  square meters,None,None,Yes,None,None
