,Building condition,Living area,Kitchen type,Bedrooms,Bathrooms,Price,Type of Property,Subtype of Property,Type of Sale,Neighbourhood or locality,Number of frontages,Furnished,Surface of the plot,Garden surface,Swimming pool,Terrace
11731,To be done up,90,None,2,1,"€ 195,000  195000 €",apartment,apartment,for sale,None,2,0.0,None,6,0.0,None
11732,As new,203,None,2,1,"€ 526,000  526000 €",apartment,duplex,for sale,None,2,0.0,None,None,0.0,1.0
11733,Good,179,USA hyper equipped,4,1,"€ 365,000  365000 €",house,house,for sale,Hannut,4,0.0,2105,1982,0.0,None
11734,Good,157,Hyper equipped,5,1,"€ 440,000  440000 €",house,house,for sale,None,3,0.0,300,70,None,None
11735,To renovate,125,Semi equipped,3,1,"€ 225,000  225000 €",house,house,for sale,None,2,None,450,None,None,1.0
11736,To be done up,179,Installed,4,1,"€ 560,000  560000 €",house,villa,for sale,None,4,None,455,None,None,1.0
11737,Just renovated,50,USA semi equipped,2,1,"€ 675,000  675000 €",apartment,apartment,for sale,None,2,1.0,None,None,0.0,None
11739,Good,297,Hyper equipped,4,4,"€ 925,000  925000 €",apartment,penthouse,for sale,None,3,0.0,None,None,1.0,None
11741,Good,140,Installed,3,1,"€ 525,000  525000 €",house,bungalow,for sale,None,4,0.0,1441,None,None,None
11743,To restore,140,Installed,3,1,"€ 189,000  189000 €",house,house,for sale,None,2,None,704,300,None,None
11745,Just renovated,360,Installed,5,4,"€ 1,050,000  1050000 €",house,villa,for sale,None,4,None,846,650,None,None
11747,Good,55,None,1,1,"€ 230,000  230000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11748,Good,206,Installed,2,None,"€ 395,000  395000 €",house,house,for sale,None,3,0.0,730,None,None,1.0
11749,Just renovated,240,None,5,2,"€ 349,000  349000 €",house,house,for sale,None,3,None,272,70,None,None
11750,As new,70,Installed,2,None,"€ 219,000  219000 €",apartment,ground floor,for sale,None,None,0.0,None,None,0.0,1.0
11751,To be done up,181,Semi equipped,3,1,"Make an offer starting from  € 229,000  Make an offer starting from  229000 €",house,house,for sale,None,3,None,1670,1450,None,None
11752,To renovate,120,None,4,1,"€ 215,000  215000 €",house,house,for sale,None,2,None,890,None,None,1.0
11753,Good,290,Installed,4,1,"€ 485,000  485000 €",house,house,for sale,None,4,None,None,None,None,1.0
11754,As new,99,None,3,1,"€ 275,000  275000 €",house,house,for sale,Regio Leuven - Tienen,2,0.0,54,None,None,None
11759,Good,169,Installed,4,2,"Make an offer starting from  € 149,000  Make an offer starting from  149000 €",house,house,for sale,None,2,None,114,None,None,None
11760,As new,148,USA hyper equipped,3,2,"€ 495,000  495000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11761,As new,350,Hyper equipped,5,4,"€ 2,695,000  2695000 €",house,villa,for sale,None,4,0.0,937,937,1.0,1.0
11763,Good,286,Installed,5,3,"€ 599,000  599000 €",house,house,for sale,None,4,0.0,1334,1334,None,1.0
11764,To be done up,254,Semi equipped,4,1,"€ 489,000  489000 €",house,house,for sale,None,3,None,None,1200,None,None
11765,To renovate,173,Semi equipped,4,1,"€ 239,000  239000 €",house,house,for sale,Zone Sud Province du Luxembourg,4,None,640,400,0.0,None
11766,As new,220,Installed,3,1,"€ 375,000  375000 €",house,house,for sale,None,2,None,390,82,None,None
11769,Good,188,Installed,4,1,"€ 349,000  349000 €",house,house,for sale,None,4,None,1150,None,None,None
11770,Good,None,Hyper equipped,3,1,"€ 399,000  399000 €",house,house,for sale,Bruxelles-Sud,2,0.0,231,260,0.0,None
11773,Good,550,Installed,6,5,"€ 1,275,000  1275000 €",house,villa,for sale,None,4,0.0,1745,1100,0.0,None
11775,To be done up,155,Semi equipped,3,1,"€ 275,000  275000 €",house,house,for sale,None,3,0.0,383,None,None,1.0
11776,Good,244,Installed,8,2,"€ 530,000  530000 €",house,house,for sale,Waremme,2,0.0,6315,None,0.0,1.0
11778,As new,200,None,3,2,"€ 449,000  449000 €",house,exceptional property,for sale,None,2,0.0,410,160,0.0,None
11779,As new,110,USA hyper equipped,3,1,"€ 319,500  319500 €",house,house,for sale,None,3,None,220,75,None,None
11780,As new,108,Hyper equipped,2,2,"€ 435,000  435000 €",apartment,apartment,for sale,Brussel (19 gemeenten),2,0.0,None,None,0.0,None
11782,To be done up,86,Installed,2,1,"€ 240,000  240000 €",apartment,apartment,for sale,None,None,0.0,None,None,0.0,None
11783,To renovate,195,None,3,1,"€ 399,000  399000 €",house,villa,for sale,None,4,0.0,897,345,None,None
11784,Good,122,None,5,1,"€ 179,000  179000 €",house,house,for sale,Liège,3,None,85,None,None,None
11786,As new,87,None,2,1,"€ 169,000  169000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11787,Just renovated,205,Hyper equipped,4,1,"€ 665,000  665000 €",house,town house,for sale,None,2,None,None,None,0.0,None
11788,Good,222,Hyper equipped,2,1,"€ 449,000  449000 €",house,house,for sale,None,3,None,525,None,0.0,None
11793,Good,112,Hyper equipped,2,1,"€ 195,000  195000 €",house,house,for sale,None,4,0.0,220,122,None,None
11795,As new,77,USA hyper equipped,1,1,"€ 325,000  325000 €",house,house,for sale,Bruxelles Sud + Centre,2,1.0,88,None,0.0,None
11796,Good,188,Installed,3,None,"€ 319,000  319000 €",house,house,for sale,None,3,0.0,374,None,None,None
11797,As new,90,USA hyper equipped,2,1,"€ 320,000  320000 €",apartment,apartment,for sale,Gent en omstreken,4,0.0,None,None,0.0,None
11798,Good,193,Installed,3,1,"€ 525,000  525000 €",house,bungalow,for sale,None,4,0.0,491,320,0.0,None
11799,Good,161,Installed,4,1,"€ 275,000  275000 €",house,house,for sale,None,2,None,875,673,None,None
11800,As new,None,Installed,3,1,"Make an offer starting from  € 235,000  Make an offer starting from  235000 €",house,house,for sale,None,2,None,210,150,None,None
11801,Good,220,Installed,3,1,"€ 397,000  397000 €",house,house,for sale,None,3,None,555,250,0.0,None
11802,Good,57,Installed,1,1,"€ 235,000  235000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11803,To renovate,175,None,3,2,"€ 249,000  249000 €",house,house,for sale,None,4,0.0,476,None,None,None
11804,Good,155,USA installed,2,2,"€ 370,000  370000 €",apartment,loft,for sale,1 - Bruxelles Centre,2,0.0,None,None,0.0,None
11805,As new,75,Installed,2,1,"€ 165,000  165000 €",apartment,apartment,for sale,Grand Liège,2,0.0,None,None,None,1.0
11806,As new,230,Installed,4,1,"€ 699,000  699000 €",house,house,for sale,None,4,None,1096,None,1.0,1.0
11809,To be done up,420,Semi equipped,7,3,"€ 650,000  650000 €",house,villa,for sale,None,4,None,1108,None,None,None
11810,As new,281,Hyper equipped,5,2,"€ 2,050,000  2050000 €",house,villa,for sale,None,4,0.0,1033,None,1.0,1.0
11811,As new,115,USA hyper equipped,3,3,"€ 1,875,000  1875000 €",apartment,apartment,for sale,Het Zoute,2,0.0,None,None,0.0,None
11813,To renovate,297,None,5,3,"€ 630,000  630000 €",house,villa,for sale,None,None,0.0,1687,None,0.0,1.0
11814,Good,160,Not installed,4,5,"€ 359,500  359500 €",house,apartment block,for sale,Liège,2,0.0,35,None,0.0,None
11818,As new,52,USA hyper equipped,1,1,"€ 290,000  290000 €",apartment,apartment,for sale,None,2,None,None,None,0.0,None
11819,Good,200,Hyper equipped,2,1,"€ 325,000  325000 €",house,house,for sale,None,3,None,102,None,None,None
11821,To renovate,153,Installed,4,1,"€ 490,000  490000 €",house,house,for sale,None,4,0.0,771,None,None,1.0
11823,To renovate,49,Installed,1,1,"€ 170,000  170000 €",apartment,apartment,for sale,None,2,0.0,None,None,None,None
11824,Good,245,Installed,3,1,"€ 599,000  599000 €",house,manor house,for sale,None,None,None,23017,None,0.0,None
11827,As new,97,Installed,2,1,"€ 209,000  209000 €",apartment,apartment,for sale,None,None,0.0,None,None,0.0,None
11828,As new,690,None,2,1,"€ 2,100,000  2100000 €",house,apartment block,for sale,None,3,0.0,667,None,0.0,1.0
11829,To renovate,132,Semi equipped,3,1,"€ 445,000  445000 €",house,house,for sale,None,4,None,978,None,None,None
11830,As new,425,None,4,1,"€ 1,499,000  1499000 €",house,exceptional property,for sale,None,4,1.0,3530,2000,0.0,None
11831,As new,62,Installed,1,1,"€ 220,000  220000 €",apartment,apartment,for sale,Liège,2,0.0,None,None,0.0,None
11832,As new,120,Hyper equipped,2,1,"€ 525,000  525000 €",apartment,apartment,for sale,None,3,0.0,None,None,0.0,None
11833,Good,150,USA installed,3,1,"€ 279,000  279000 €",house,house,for sale,None,3,0.0,263,193,0.0,1.0
11834,As new,150,Installed,3,1,"€ 185,000  185000 €",house,house,for sale,None,2,None,120,None,0.0,None
11835,Good,80,USA hyper equipped,2,1,"€ 310,000  310000 €",apartment,apartment,for sale,None,2,0.0,None,None,None,None
11837,As new,120,Installed,2,1,"€ 230,000  230000 €",apartment,apartment,for sale,SCHEUTBOS,4,0.0,None,None,None,None
11840,To be done up,204,None,5,2,"€ 780,000  780000 €",house,house,for sale,None,2,0.0,80,None,0.0,None
11843,None,200,USA hyper equipped,3,2,"€ 1,630,000  1630000 €",apartment,duplex,for sale,Observatoire,4,0.0,None,None,0.0,None
11844,Good,231,Installed,5,1,"€ 522,000  522000 €",house,house,for sale,None,4,None,3821,None,None,None
11845,Good,72,Semi equipped,2,1,"€ 285,000  285000 €",apartment,apartment,for sale,None,2,1.0,None,None,None,1.0
11846,Good,97,None,2,1,"€ 280,000  280000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11847,To renovate,300,Hyper equipped,4,2,"€ 849,000  849000 €",house,house,for sale,None,2,0.0,152,75,0.0,None
11848,As new,30,Hyper equipped,1,1,"€ 130,000  130000 €",apartment,kot,for sale,None,3,None,None,None,0.0,None
11849,To restore,110,Installed,3,1,"€ 169,500  169500 €",house,house,for sale,None,2,None,108,30,None,None
11851,Good,225,Installed,3,2,"€ 464,000  464000 €",house,house,for sale,None,2,0.0,572,None,0.0,None
11852,Good,400,Installed,7,5,"€ 4,295,000  4295000 €",house,house,for sale,None,3,None,892,None,None,1.0
11854,To renovate,156,None,3,None,"€ 239,000  239000 €",house,house,for sale,None,3,0.0,474,None,0.0,1.0
11858,As new,97,Installed,2,1,"€ 320,000  320000 €",apartment,apartment,for sale,Liège,2,0.0,None,None,0.0,None
11859,Good,77,Semi equipped,2,1,"€ 245,000  245000 €",apartment,apartment,for sale,None,1,None,None,None,0.0,None
11860,To renovate,200,None,5,1,"€ 535,000  535000 €",house,house,for sale,None,4,0.0,11331,None,0.0,1.0
11861,To renovate,175,None,3,2,"€ 469,000  469000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11862,Good,188,Installed,4,None,"€ 369,000  369000 €",house,villa,for sale,None,4,None,680,420,None,None
11863,To renovate,182,None,4,1,"€ 390,000  390000 €",house,house,for sale,None,4,None,1140,None,0.0,None
11864,To be done up,180,None,2,1,"€ 435,000  435000 €",house,bungalow,for sale,None,4,None,623,623,None,None
11865,To be done up,None,Semi equipped,4,2,"Make an offer starting from  € 160,000  Make an offer starting from  160000 €",house,house,for sale,None,2,0.0,267,70,0.0,None
11868,Just renovated,163,Not installed,4,1,"€ 345,000  345000 €",house,house,for sale,None,None,None,658,None,0.0,None
11870,As new,101,None,3,1,"€ 300,000  300000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11872,As new,290,Hyper equipped,3,None,"€ 439,000  439000 €",house,house,for sale,None,2,0.0,594,None,None,1.0
11873,Just renovated,135,Hyper equipped,2,1,"€ 869,000  869000 €",apartment,penthouse,for sale,None,2,0.0,None,None,0.0,None
11874,Good,200,Hyper equipped,4,2,"€ 870,000  870000 €",house,villa,for sale,None,3,0.0,650,500,None,None
11875,Good,335,Installed,3,2,"€ 585,000  585000 €",house,house,for sale,None,4,0.0,2670,None,0.0,1.0
11876,As new,250,Installed,3,3,"€ 950,000  950000 €",apartment,duplex,for sale,None,2,None,None,30,0.0,None
11877,As new,165,USA hyper equipped,3,1,"€ 1,100,000  1100000 €",apartment,duplex,for sale,Projets Bruxelles Sud,2,0.0,None,None,0.0,None
11878,As new,103,Hyper equipped,2,1,"€ 360,000  360000 €",apartment,ground floor,for sale,None,2,0.0,None,None,0.0,None
11879,None,336,None,4,3,"€ 1,395,000  1395000 €",house,villa,for sale,None,4,0.0,2477,None,None,1.0
11880,To be done up,155,Semi equipped,2,1,"€ 300,000  300000 €",apartment,ground floor,for sale,None,None,0.0,None,None,None,1.0
11881,As new,200,Not installed,5,2,"€ 350,000  350000 €",house,house,for sale,None,4,0.0,732,600,None,None
11882,Good,175,Installed,3,1,"€ 338,000  338000 €",house,house,for sale,None,3,0.0,820,315,None,None
11883,Good,204,Installed,4,None,"€ 265,000  265000 €",house,house,for sale,None,None,0.0,196,None,None,1.0
11885,Good,277,Installed,6,2,"€ 639,000  639000 €",house,house,for sale,None,4,0.0,664,None,0.0,None
11886,As new,98,USA hyper equipped,2,1,"€ 319,000  319000 €",apartment,apartment,for sale,None,4,0.0,None,94,0.0,None
11887,To be done up,190,None,3,2,"Make an offer starting from  € 249,000  Make an offer starting from  249000 €",house,apartment block,for sale,None,3,0.0,731,None,None,None
11888,As new,95,Installed,2,1,"€ 329,900  329900 €",apartment,apartment,for sale,Buizegem,2,0.0,None,None,None,None
11889,Good,117,None,3,1,"€ 274,000  274000 €",house,house,for sale,None,4,None,911,911,None,None
11890,To be done up,98,None,2,1,"Make an offer starting from  € 80,000  Make an offer starting from  80000 €",house,house,for sale,None,2,None,210,103,None,None
11891,Good,80,Installed,2,1,"€ 299,000  299000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11893,Good,190,Installed,5,2,"€ 850,000  850000 €",house,exceptional property,for sale,None,3,0.0,287,55,0.0,None
11894,Good,500,Installed,5,2,"€ 890,000  890000 €",house,villa,for sale,None,4,None,585,300,0.0,None
11895,To renovate,314,Installed,5,2,"€ 850,000  850000 €",house,house,for sale,None,2,0.0,265,None,None,None
11896,Just renovated,200,Hyper equipped,4,3,"€ 720,000  720000 €",house,house,for sale,None,2,None,180,100,0.0,None
11897,Good,136,None,4,1,"€ 329,000  329000 €",house,house,for sale,None,4,0.0,483,367,None,None
11898,As new,300,Hyper equipped,6,3,"€ 795,000  795000 €",house,mansion,for sale,None,2,None,125,None,None,1.0
11899,As new,46,USA hyper equipped,None,1,"€ 475,000  475000 €",apartment,flat studio,for sale,Bruxelles (19 communes),4,0.0,None,None,0.0,None
11900,To renovate,230,Not installed,6,3,"€ 399,000  399000 €",house,house,for sale,None,2,0.0,120,24,0.0,None
11901,As new,None,Hyper equipped,2,1,"€ 365,000  365000 €",apartment,service flat,for sale,Gent en omstreken,2,0.0,None,None,0.0,None
11902,As new,750,Hyper equipped,8,6,"€ 2,450,000  2450000 €",house,villa,for sale,None,4,0.0,5200,None,1.0,1.0
11903,Good,145,Installed,3,2,"€ 500,000  500000 €",apartment,penthouse,for sale,Bruxelles (19 communes),2,0.0,None,None,0.0,None
11904,As new,62,Hyper equipped,1,1,"€ 240,000  240000 €",apartment,apartment,for sale,Les Woluwes,2,0.0,None,None,0.0,None
11905,Good,64,Installed,1,1,"€ 280,000  280000 €",apartment,apartment,for sale,None,2,1.0,None,None,None,None
11909,Good,33,Not installed,1,1,"€ 99,000  99000 €",apartment,apartment,for sale,LIEGE CENTRE,None,0.0,None,None,0.0,None
11910,As new,83,USA hyper equipped,2,1,"Make an offer starting from  € 265,000  Make an offer starting from  265000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11913,As new,73,Semi equipped,1,1,"€ 255,000  255000 €",apartment,apartment,for sale,None,3,None,None,None,0.0,None
11914,As new,83,Hyper equipped,2,1,"€ 295,000  295000 €",apartment,apartment,for sale,None,2,1.0,None,None,0.0,None
11915,Good,241,Installed,4,1,"€ 596,000  596000 €",house,house,for sale,None,4,None,651,215,1.0,None
11917,As new,111,USA hyper equipped,2,1,"€ 272,500  272500 €",apartment,apartment,for sale,None,2,0.0,None,120,None,None
11918,To be done up,142,None,3,1,"€ 295,000  295000 €",house,house,for sale,None,4,0.0,1019,None,None,None
11919,As new,212,Hyper equipped,5,3,"€ 1,325,000  1325000 €",house,house,for sale,None,2,0.0,219,130,0.0,None
11921,Good,274,Installed,4,None,"€ 70,000  70000 €",house,house,for sale,None,4,0.0,950,375,None,None
11922,Good,201,Installed,4,1,"€ 419,000  419000 €",house,house,for sale,None,4,0.0,632,None,0.0,None
11923,Good,146,Installed,2,None,"€ 70,000  70000 €",house,house,for sale,None,2,0.0,230,100,None,None
11925,Good,170,USA hyper equipped,3,1,"€ 570,000  570000 €",house,villa,for sale,None,4,0.0,684,500,None,None
11926,Just renovated,73,Installed,2,1,"€ 289,000  289000 €",apartment,apartment,for sale,None,None,None,None,None,0.0,1.0
11927,None,146,Installed,2,1,"€ 363,627  363627 €",house,house,for sale,None,None,0.0,467,467,None,None
11928,Good,82,Installed,2,1,"€ 280,000  280000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
11929,Good,159,Hyper equipped,3,1,"€ 449,000  449000 €",house,bungalow,for sale,None,4,0.0,1850,1784,None,None
11930,Good,480,Installed,7,4,"€ 1,200,000  1200000 €",house,apartment block,for sale,None,2,0.0,288,None,None,1.0
11931,Good,170,None,2,2,"€ 345,000  345000 €",house,apartment block,for sale,None,2,0.0,88,None,None,None
