,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
4293,10574368,None,None,None," 220,000",1,36  m² square meters,Hyper equipped,Yes,None,None,10  m²  square meters,None,None,None,None,No,Yes,None,As new,None,None,Not specified,Not specified,Not specified,Electric
4294,10574366,None,None,2002," 595,000",3,115  m² square meters,Installed,Yes,None,None,60  m²  square meters,None,None,None,2,No,Yes,None,Good,None," 1,038",358  kWh/m²  kilowatt hour per square meters,Not specified,D,None
4295,10574363,None,None,None," 995,000",7,820  m² square meters,Installed,No,None,None,None,None,None,None,None,No,No,Yes,As new,None,None,Not specified,Not specified,Not specified,Fuel oil
4296,10351414,None,None,2007," 650,000",3,231  m² square meters,Installed,None,None,None,None,None,None,1413  m²  square meters,4,None,None,None,Good,None," 2,074",171  kWh/m²  kilowatt hour per square meters,34 kg CO₂/m²,C,Gas
4297,10457804,None,None,1972," 650,000",3,155  m² square meters,Hyper equipped,No,None,Yes,None,None,739  m²  square meters,739  m²  square meters,4,None,None,Yes,As new,None," 2,999",395  kWh/m²  kilowatt hour per square meters,98 kg CO₂/m²,E,Fuel oil
4298,10357656,None,None,None," 680,000",7,None,USA semi equipped,No,None,None,8  m²  square meters,None,None,140  m²  square meters,2,No,No,Yes,Good,None,None,292  kWh/m²  kilowatt hour per square meters,58 kg CO₂/m²,F,None
4299,10481009,None,None,None," 690,000",3,315  m² square meters,None,None,None,None,None,None,None,99  m²  square meters,3,None,None,Yes,To renovate,None," 2,099",661  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4300,10537179,None,None,1962," 695,000",6,670  m² square meters,Hyper equipped,None,1,None,50  m²  square meters,Yes,None,1661  m²  square meters,4,None,None,None,Good,None," 1,517",246  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4301,10378384,None,All kind,1850," 699,000",12,250  m² square meters,None,No,None,Yes,None,Yes,None,7423  m²  square meters,4,No,No,None,As new,None, 448,542  kWh/m²  kilowatt hour per square meters,20120 kg CO₂/m²,F,Fuel oil
4302,10522264,None,None,1936," 749,000",3,311  m² square meters,Not installed,None,None,None,None,None,None,28200  m²  square meters,4,None,None,None,To renovate,None,None,905  kWh/m²  kilowatt hour per square meters,Not specified,F,None
4303,10526712,None,None,1977," 749,800",5,309  m² square meters,Hyper equipped,No,None,Yes,None,None,None,1099  m²  square meters,4,No,No,None,As new,None," 2,496",190  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4304,10547909,None,None,1918," 795,000",8,400  m² square meters,Installed,None,1,None,None,None,None,4841  m²  square meters,4,None,None,None,To be done up,None," 3,202",333  kWh/m²  kilowatt hour per square meters,83 kg CO₂/m²,D,Fuel oil
4305,10445831,None,None,2016," 795,000",5,250  m² square meters,USA hyper equipped,No,None,Yes,None,None,1385  m²  square meters,1485  m²  square meters,4,No,No,Yes,As new,None,None,106  kWh/m²  kilowatt hour per square meters,23 kg CO₂/m²,B,None
4306,10374730,None,None,2016," 795,000",5,250  m² square meters,USA hyper equipped,No,None,Yes,None,None,1385  m²  square meters,1485  m²  square meters,4,No,No,None,As new,None,None,106  kWh/m²  kilowatt hour per square meters,23 kg CO₂/m²,B,None
4307,10445826,None,Villa,1929," 795,000",8,400  m² square meters,Installed,None,1,None,45  m²  square meters,None,900  m²  square meters,1113  m²  square meters,4,No,No,None,To renovate,None," 5,710",695  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4308,10514860,None,None,1980," 825,000",4,257  m² square meters,USA hyper equipped,No,None,None,31  m²  square meters,None,641  m²  square meters,1504  m²  square meters,4,None,None,None,Good,None," 2,632",282  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4309,10524073,None,None,1993," 845,000",4,340  m² square meters,Hyper equipped,No,None,None,50  m²  square meters,None,1400  m²  square meters,1618  m²  square meters,4,No,No,None,As new,None,None,211  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4310,10546356,None,None,None," 850,000",10,900  m² square meters,Semi equipped,None,None,None,None,None,None,1884  m²  square meters,3,None,None,None,None,None,None,647  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
4311,10221623,None,None,1993," 859,000",5,422  m² square meters,Installed,None,None,None,None,None,None,322  m²  square meters,2,None,None,None,None,None," 4,355",172  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4312,10524774,None,None,1998," 875,000",3,374  m² square meters,Installed,None,2,None,80  m²  square meters,Yes,None,2240  m²  square meters,4,None,None,None,Good,None," 1,542",212  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,C,Gas
4313,9947510,None,Villa,1979," 875,000",5,1265  m² square meters,None,No,None,None,None,None,None,11366  m²  square meters,None,No,No,Yes,To renovate,None,None,Not specified,Not specified,Not specified,None
4314,10408138,None,None,1930," 890,000",4,350  m² square meters,Hyper equipped,No,None,None,40  m²  square meters,None,1000  m²  square meters,1229  m²  square meters,3,No,No,Yes,As new,None," 2,858",328  kWh/m²  kilowatt hour per square meters,60 kg CO₂/m²,D,Gas
4315,10527158,None,None,1874," 895,000",3,285  m² square meters,Installed,None,1,None,None,Yes,None,1109  m²  square meters,4,None,None,Yes,Good,None," 2,293",390  kWh/m²  kilowatt hour per square meters,390 kg CO₂/m²,E,Fuel oil
4316,10404742,None,None,1880," 895,000",8,500  m² square meters,None,None,None,None,None,None,None,2500  m²  square meters,3,None,None,Yes,To renovate,None," 1,878",520  kWh/m²  kilowatt hour per square meters,94 kg CO₂/m²,G,Gas
4317,10475112,None,Villa,1963," 935,000",4,258  m² square meters,Installed,None,2,None,200  m²  square meters,None,4500  m²  square meters,5978  m²  square meters,4,No,No,None,Good,None," 1,804",619  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
4318,10475741,None,None,None," 940,000",4,265  m² square meters,Hyper equipped,None,None,None,None,None,None,3394  m²  square meters,4,None,None,None,None,None," 1,582",297  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4319,10468605,None,None,None," 940,000",4,265  m² square meters,Hyper equipped,None,None,None,None,None,None,3394  m²  square meters,4,None,None,None,None,None," 1,582",297  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4320,10482721,None,None,1975," 950,000",3,200  m² square meters,Installed,None,1,None,30  m²  square meters,None,None,490  m²  square meters,4,None,None,Yes,Good,None," 4,045",281  kWh/m²  kilowatt hour per square meters,56 kg CO₂/m²,F,Gas
4321,10543558,None,None,2004," 950,000",4,300  m² square meters,Installed,None,1,None,100  m²  square meters,None,None,1359  m²  square meters,4,None,None,Yes,Good,None,None,151  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4322,10532328,None,None,1850," 975,000",4,307  m² square meters,Hyper equipped,No,1,Yes,None,Yes,None,4889  m²  square meters,4,None,None,None,As new,None, 435,220  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4323,10526461,None,None,1899," 998,000",6,391  m² square meters,Installed,No,None,None,50  m²  square meters,None,2740  m²  square meters,2794  m²  square meters,3,None,None,Yes,Good,None, 689,190  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4324,10524692,Linné,None,1954," 1,095,000",6,353  m² square meters,Not installed,None,None,Yes,None,None,None,None,None,None,None,Yes,None,None," 2,816",Not specified,Not specified,Not specified,Gas
4325,10206078,None,None,2010," 1,150,000",3,188  m² square meters,Installed,None,None,None,40  m²  square meters,None,None,25901  m²  square meters,4,None,None,None,Good,None,None,156  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4326,10574362,Sablon,None,None," 995,000",7,820  m² square meters,Installed,No,None,None,None,None,None,None,None,No,No,Yes,As new,None,None,Not specified,Not specified,Not specified,Fuel oil
4327,10574361,None,None,None," 995,000",7,820  m² square meters,Installed,No,None,None,None,None,None,None,None,No,No,Yes,As new,None,None,Not specified,Not specified,Not specified,Fuel oil
4328,10574360,None,None,None," 995,000",7,820  m² square meters,Installed,No,None,None,None,None,None,None,None,No,No,Yes,As new,None,None,Not specified,Not specified,Not specified,Fuel oil
4329,10574359,None,None,None," 320,000",3,153  m² square meters,None,No,None,Yes,None,None,None,None,None,None,None,None,Good,None,None,94  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4330,10574357,None,None,None," 250,000",None,None,None,None,None,None,None,None,None,None,None,None,None,None,Good,None,None,106  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4331,10574356,None,None,1966," 449,000",3,195  m² square meters,None,No,None,None,None,None,None,2223  m²  square meters,4,No,No,None,To be done up,None, 761,500  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4332,10574348,None,None,2016," 355,000",None,80  m² square meters,None,None,None,None,None,None,None,None,2,None,None,Yes,As new,None,None,Not specified,Not specified,Not specified,Gas
4333,10386947,None,None,2021," 115,000",3,145  m² square meters,None,No,None,Yes,None,None,None,300  m²  square meters,2,None,None,None,As new,None,None,Not specified,Not specified,Not specified,Gas
4334,10574347,None,None,1965," 235,000",2,63  m² square meters,Semi equipped,None,None,None,2  m²  square meters,None,None,None,2,None,Yes,Yes,None, 220,None,286  kWh/m²  kilowatt hour per square meters,73 kg CO₂/m²,F,None
4335,10574344,None,None,1930," 250,000",1,69  m² square meters,Installed,None,None,None,None,None,None,None,2,None,None,None,None,None,None,159  kWh/m²  kilowatt hour per square meters,31 kg CO₂/m²,D,None
4336,10574343,None,None,1967," 239,500",2,86  m² square meters,Semi equipped,None,1,None,1  m²  square meter,None,None,None,2,None,None,None,None,None,None,136  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4337,10574342,None,None,2014," 338,000",3,154  m² square meters,Installed,None,None,Yes,None,Yes,None,171  m²  square meters,2,None,None,None,None,None, 732,102  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4338,10574336,None,None,None," 354,000",2,94  m² square meters,None,None,None,None,12  m²  square meters,None,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,None
4339,10574335,None,None,None," 259,000",3,200  m² square meters,Installed,None,None,Yes,None,None,None,322  m²  square meters,None,None,None,None,To be done up,None,None,763  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4340,10574334,Langdorp,None,1958," 299,000",6,None,None,None,None,None,None,None,None,1004  m²  square meters,4,None,None,None,To be done up,None,None,429  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
4341,10574329,None,None,None," 211,850",1,62  m² square meters,Installed,None,None,None,4  m²  square meters,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4342,10574328,None,None,None," 286,500",2,87  m² square meters,Installed,None,None,None,11  m²  square meters,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4343,10574327,None,None,2023," 329,800",3,106  m² square meters,Not installed,None,None,None,20  m²  square meters,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4344,10574324,None,None,2023," 999,000",4,None,None,None,None,None,None,None,None,1700  m²  square meters,4,None,None,None,As new,None,None,Not specified,Not specified,A++,None
4345,10574320,Pagodes,None,1950," 429,000",4,180  m² square meters,Installed,No,None,None,33  m²  square meters,None,120  m²  square meters,260  m²  square meters,2,No,No,Yes,To be done up,None,None,343  kWh/m²  kilowatt hour per square meters,68 kg CO₂/m²,F,Gas
4346,10574311,None,None,2003,,1,55  m² square meters,Semi equipped,None,None,None,None,None,None,None,None,None,Yes,None,Good,None, 688,205  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,C,Electric
4347,10574286,None,None,1961," 219,000",2,87  m² square meters,Installed,None,None,None,6  m²  square meters,None,None,None,2,None,None,Yes,As new, 85,None,241  kWh/m²  kilowatt hour per square meters,Not specified,C,None
4348,10574256,None,None,2024," 528,000",3,116  m² square meters,Installed,None,None,None,31  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4349,10574254,None,None,2024," 525,000",3,112  m² square meters,Installed,None,None,None,31  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4350,10574253,None,None,2024," 450,000",3,104  m² square meters,Installed,None,None,None,13  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4351,10206077,None,None,2010," 1,150,000",3,188  m² square meters,Installed,None,None,None,40  m²  square meters,None,None,25901  m²  square meters,4,None,None,None,Good,None,None,156  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4352,10511233,None,None,1977," 1,195,000",12,525  m² square meters,Semi equipped,No,None,None,3  m²  square meters,None,None,749  m²  square meters,3,No,No,None,Good, 25," 6,871",129  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4353,10542668,None,None,1930," 1,250,000",4,250  m² square meters,Installed,No,None,None,None,None,None,None,2,None,No,None,Good,None,None,309  kWh/m²  kilowatt hour per square meters,61 kg CO₂/m²,F,Gas
4354,10130211,None,None,1900," 1,350,000",4,None,USA hyper equipped,None,None,Yes,None,None,None,1650  m²  square meters,4,No,No,None,Good,None," 2,895",330  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
4355,10314509,None,Villa,1986," 1,350,000",6,601  m² square meters,None,No,None,Yes,None,Yes,None,1492  m²  square meters,4,No,No,Yes,None,None," 7,340",73  kWh/m²  kilowatt hour per square meters,Not specified,A,None
4356,10417926,None,None,None," 1,390,000",3,300  m² square meters,None,No,None,None,None,None,None,56841  m²  square meters,4,None,None,None,To renovate,None,None,960  kWh/m²  kilowatt hour per square meters,Not specified,F,None
4357,10474908,Knokke,None,2022," 1,595,000",6,386  m² square meters,USA hyper equipped,No,None,Yes,None,None,None,496  m²  square meters,4,None,No,None,As new,None,None,67  kWh/m²  kilowatt hour per square meters,Not specified,A,None
4358,10466448,None,None,1950," 1,650,000",6,400  m² square meters,Semi equipped,None,None,Yes,None,None,None,1550  m²  square meters,4,None,None,Yes,Good,None," 4,645",545  kWh/m²  kilowatt hour per square meters,143 kg CO₂/m²,G,Gas
4359,10512643,None,None,1976," 1,695,000",5,325  m² square meters,Hyper equipped,No,None,Yes,None,None,None,1918  m²  square meters,4,No,No,Yes,Good,None," 9,824",252  kWh/m²  kilowatt hour per square meters,20 kg CO₂/m²,C,Fuel oil
4360,10547153,None,None,1967," 1,890,000",4,290  m² square meters,USA hyper equipped,Yes,None,None,60  m²  square meters,None,2100  m²  square meters,44000  m²  square meters,4,Yes,No,Yes,As new,None,None,91  kWh/m²  kilowatt hour per square meters,Not specified,A,None
4361,10487982,None,None,1934," 1,950,000",4,370  m² square meters,Hyper equipped,No,None,None,30  m²  square meters,None,1500  m²  square meters,2000  m²  square meters,4,No,No,Yes,As new,None,None,255  kWh/m²  kilowatt hour per square meters,51 kg CO₂/m²,E,None
4362,10391223,None,None,2008," 2,350,000",6,420  m² square meters,Hyper equipped,None,None,None,40  m²  square meters,None,1400  m²  square meters,1530  m²  square meters,4,No,No,Yes,Good,None," 6,270",229  kWh/m²  kilowatt hour per square meters,45 kg CO₂/m²,E,None
4363,10487513,None,None,1913," 2,450,000",6,540  m² square meters,Hyper equipped,None,None,None,40  m²  square meters,None,120  m²  square meters,230  m²  square meters,2,None,No,Yes,To renovate,None," 3,505",255  kWh/m²  kilowatt hour per square meters,47 kg CO₂/m²,E,Gas
4364,10422748,None,None,1965," 2,470,000",5,485  m² square meters,Hyper equipped,No,None,Yes,None,None,None,2000  m²  square meters,4,No,No,Yes,As new,None," 4,923",161  kWh/m²  kilowatt hour per square meters,27 kg CO₂/m²,B,Gas
4365,10517027,None,None,1899," 2,500,000",4,303  m² square meters,Installed,No,None,Yes,None,None,None,113332  m²  square meters,4,None,None,None,Good,None,None,175  kWh/m²  kilowatt hour per square meters,Not specified,B,None
4366,10474742,None,None,2011," 2,590,000",5,590  m² square meters,Hyper equipped,No,None,None,100  m²  square meters,None,None,1918  m²  square meters,4,Yes,No,Yes,As new,None," 6,636",138  kWh/m²  kilowatt hour per square meters,18 kg CO₂/m²,B,Gas
4367,10211851,None,None,1865," 2,650,000",8,1112  m² square meters,USA hyper equipped,No,None,Yes,None,None,None,53550  m²  square meters,4,None,None,Yes,To be done up,None," 2,978",445  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
4368,10531701,None,None,2021," 2,700,000",5,650  m² square meters,USA hyper equipped,None,None,None,60  m²  square meters,None,2500  m²  square meters,3000  m²  square meters,4,No,No,Yes,As new,None,None,40  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,A+,None
4369,10519631,None,None,2021," 2,700,000",5,650  m² square meters,USA hyper equipped,None,None,None,60  m²  square meters,None,2500  m²  square meters,3000  m²  square meters,4,No,No,Yes,As new,None,None,40  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,A+,None
4370,10367227,None,None,2002," 2,795,000",4,298  m² square meters,Hyper equipped,None,None,Yes,None,None,None,458  m²  square meters,4,No,No,Yes,Good,None," 2,139",189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4371,9521970,None,None,1900," 3,200,000",None,1425  m² square meters,Semi equipped,No,None,Yes,None,None,120  m²  square meters,None,2,No,Yes,Yes,To be done up,None," 13,401",483  kWh/m²  kilowatt hour per square meters,134 kg CO₂/m²,G,Fuel oil
4372,10552315,None,None,1979," 3,695,000",4,478  m² square meters,Hyper equipped,No,None,None,120  m²  square meters,None,None,8000  m²  square meters,4,Yes,No,Yes,As new,None,None,209  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4373,10391870,None,None,1956," 4,290,000",6,1100  m² square meters,USA hyper equipped,No,None,None,30  m²  square meters,None,9706  m²  square meters,9706  m²  square meters,4,Yes,No,Yes,As new,None,None,303  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
4374,10541444,None,None,2013," 4,950,000",5,1000  m² square meters,Hyper equipped,No,None,None,110  m²  square meters,None,1000  m²  square meters,1877  m²  square meters,4,Yes,Yes,Yes,As new,None,None,132  kWh/m²  kilowatt hour per square meters,26 kg CO₂/m²,C,Gas
4375,10480534,None,None,None," 5,500,000",6,812  m² square meters,Hyper equipped,No,None,None,103  m²  square meters,None,200  m²  square meters,370  m²  square meters,2,Yes,Yes,Yes,As new,None,None,116  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,C,Gas
4376,10511906,None,None,1910," 6,200,000",6,700  m² square meters,USA hyper equipped,No,None,None,200  m²  square meters,None,75  m²  square meters,75002  m²  square meters,4,Yes,Yes,None,As new,None,None,560  kWh/m²  kilowatt hour per square meters,112 kg CO₂/m²,G,Gas
4377,10486656,None,None,1930," 6,950,000",5,1000  m² square meters,USA hyper equipped,No,None,None,70  m²  square meters,None,None,261  m²  square meters,3,Yes,Yes,None,As new,None,None,129  kWh/m²  kilowatt hour per square meters,25 kg CO₂/m²,C,Gas
4378,10486657,None,None,1930," 6,950,000",5,1000  m² square meters,USA hyper equipped,No,None,None,70  m²  square meters,None,None,261  m²  square meters,3,Yes,Yes,None,As new,None,None,129  kWh/m²  kilowatt hour per square meters,25 kg CO₂/m²,C,Gas
4379,10574251,None,None,2024," 445,000",2,105  m² square meters,Installed,None,None,None,21  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4380,10574250,None,None,2024," 450,000",3,102  m² square meters,Installed,None,None,None,15  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4381,10574249,None,None,2024," 440,000",3,103  m² square meters,Installed,None,None,None,34  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4382,10574248,None,None,2024," 425,000",2,105  m² square meters,Installed,None,None,None,35  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4383,10574247,None,None,2024," 440,000",3,102  m² square meters,Installed,None,None,None,35  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4384,10574246,None,None,2024," 528,000",3,116  m² square meters,Installed,None,None,None,31  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4385,10574245,None,None,2024," 525,000",3,112  m² square meters,Installed,None,None,None,31  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4386,10574244,None,None,2024," 450,000",3,104  m² square meters,Installed,None,None,None,13  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4387,10574243,None,None,2024," 445,000",2,105  m² square meters,Installed,None,None,None,21  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4388,10574242,None,None,2024," 450,000",3,102  m² square meters,Installed,None,None,None,15  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4389,10574241,None,None,2024," 440,000",3,103  m² square meters,Installed,None,None,None,34  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4390,10574239,None,None,2024," 425,000",2,105  m² square meters,Installed,None,None,None,35  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4391,10574238,None,None,2024," 440,000",3,102  m² square meters,Installed,None,None,None,35  m²  square meters,Yes,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4392,10574236,None,None,1980," 449,000",3,178  m² square meters,Semi equipped,None,None,None,None,Yes,None,800  m²  square meters,4,None,None,Yes,To be done up,None,None,228  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,C,Gas
4393,10574235,Leuven,None,1965," 289,000",3,167  m² square meters,None,None,None,None,None,None,None,536  m²  square meters,4,None,None,None,None,None,None,576  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4394,10574234,None,None,None," 258,620",3,160  m² square meters,None,None,None,None,None,Yes,None,869  m²  square meters,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4395,10574233,None,None,None," 210,000",1,85  m² square meters,Semi equipped,None,None,None,9  m²  square meters,None,None,None,2,None,Yes,Yes,None,None,None,238  kWh/m²  kilowatt hour per square meters,38 kg CO₂/m²,E,Electric
4396,10574232,None,None,1938," 200,000",2,70  m² square meters,USA installed,None,None,None,None,None,None,None,2,None,None,Yes,None, 76, 477,551  kWh/m²  kilowatt hour per square meters,111 kg CO₂/m²,G,Gas
4397,10574230,None,None,None," 275,000",3,170  m² square meters,Installed,None,None,None,35  m²  square meters,None,None,None,None,None,None,Yes,As new,None," 1,211",244  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4398,10574227,None,None,None," 275,000",4,160  m² square meters,None,None,None,None,None,Yes,None,970  m²  square meters,3,None,None,Yes,To renovate,None, 386,491  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,F,Fuel oil
4399,10574226,None,None,None," 275,000",4,160  m² square meters,None,None,None,None,None,Yes,None,970  m²  square meters,3,None,None,Yes,To renovate,None, 386,491  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,F,Fuel oil
4400,10490781,None,None,2023," 250,000",3,110  m² square meters,Installed,None,None,None,None,None,None,None,3,None,None,None,None,None,None,105  kWh/m²  kilowatt hour per square meters,19 kg CO₂/m²,B,None
4401,10574222,None,None,1949," 215,000",3,164  m² square meters,None,None,None,None,None,None,None,584  m²  square meters,None,None,None,None,None,None, 399,539  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4402,10574221,None,None,None," 348,000",3,123  m² square meters,None,None,None,None,10  m²  square meters,None,None,None,4,None,Yes,None,None,None,None,Not specified,Not specified,Not specified,None
4403,10574219,None,None,None," 575,000",3,112  m² square meters,Installed,None,None,Yes,None,None,None,None,2,None,None,Yes,None,None,None,158  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4404,10574218,None,None,1918," 249,000",5,200  m² square meters,Installed,None,None,None,None,Yes,None,495  m²  square meters,3,None,None,None,Good,None, 290,330  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
4405,10459292,None,None,None," 238,000",2,82  m² square meters,None,None,None,Yes,None,None,None,None,3,None,Yes,Yes,None,None,None,300  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4406,10574216,None,None,2011," 459,000",3,190  m² square meters,Installed,None,None,Yes,None,None,89  m²  square meters,222  m²  square meters,3,None,None,None,None,None,None,143  kWh/m²  kilowatt hour per square meters,Not specified,B,None
4407,10574215,Diamantwijk,None,2009," 339,000",2,107  m² square meters,Semi equipped,None,None,None,6  m²  square meters,None,None,None,2,None,Yes,Yes,Good, 160,None,92  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
4408,10556582,None,None,None," 2,250,000",6,600  m² square meters,Hyper equipped,None,None,Yes,None,None,None,50000  m²  square meters,4,None,None,None,As new,None,None,Not specified,Not specified,Not specified,Gas
4409,10358169,None,None,1993," 120,000",None,16  m² square meters,Not installed,None,None,None,None,None,None,None,None,None,None,None,Good,None,None,247  kWh/m²  kilowatt hour per square meters,Not specified,C,None
4410,10309817,Bruxelles,None,1978," 150,000",1,41  m² square meters,Semi equipped,No,None,None,57  m²  square meters,None,None,None,2,None,Yes,Yes,To renovate,None,None,416  kWh/m²  kilowatt hour per square meters,83 kg CO₂/m²,G,Gas
4411,10534625,None,None,None," 278,500",2,141  m² square meters,Hyper equipped,No,None,None,7  m²  square meters,None,None,None,None,No,Yes,None,As new,None,None,Not specified,Not specified,Not specified,Gas
4412,9828524,None,None,2007," 285,000",3,140  m² square meters,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,83  kWh/m²  kilowatt hour per square meters,Not specified,A,None
4413,10536937,None,None,1955," 335,000",2,96  m² square meters,None,No,None,None,19  m²  square meters,None,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4414,10531902,None,None,1930," 495,000",1,140  m² square meters,None,No,None,None,32  m²  square meters,None,None,None,2,No,No,None,None,None,None,289  kWh/m²  kilowatt hour per square meters,58 kg CO₂/m²,F,Gas
4415,10546377,None,None,None," 535,000",3,440  m² square meters,None,None,None,Yes,None,None,None,None,2,None,None,None,Just renovated,None, 995,Not specified,Not specified,Not specified,None
4416,10345260,None,None,1879," 660,000",2,201  m² square meters,Installed,None,None,None,11  m²  square meters,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4417,10542514,None,None,None," 699,500",3,235  m² square meters,Hyper equipped,None,None,Yes,None,None,None,None,None,None,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,Gas
4418,10505689,None,None,2022," 865,000",2,237  m² square meters,None,None,None,None,102  m²  square meters,Yes,None,None,3,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4419,10561412,None,Town-house,1969," 260,000",3,112  m² square meters,None,None,None,None,None,None,50  m²  square meters,162  m²  square meters,2,No,No,None,To renovate,None,None,445  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4420,10571509,None,None,1994," 450,000",3,143  m² square meters,USA hyper equipped,None,None,None,12  m²  square meters,None,None,None,4,No,Yes,Yes,Good,None,None,243  kWh/m²  kilowatt hour per square meters,51 kg CO₂/m²,E,Gas
4421,10570231,None,None,1971," 540,000",4,132  m² square meters,Hyper equipped,No,None,None,16  m²  square meters,None,60  m²  square meters,None,None,No,No,None,As new,None," 1,477",343  kWh/m²  kilowatt hour per square meters,86 kg CO₂/m²,F,Fuel oil
