Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
10571707,Jo-Charlotte,,1930.0,"Make an offer starting from  € 695,000  Make an offer starting from  695000 €",3.0,200  m² square meters,Installed,,1.0,,70  m²  square meters,,,,2.0,,Yes,Yes,,"€ 2,293  2293 €",143  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,C,Fuel oil
10571706,,,1961.0,"€ 649,000  649000 €",4.0,285  m² square meters,Installed,,,,20  m²  square meters,Yes,,700  m²  square meters,3.0,,,Yes,,€ 877  877 €,207  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10451737,,,,"€ 125,000  125000 €",1.0,52  m² square meters,Semi equipped,,,,7  m²  square meters,,,,2.0,,,Yes,,€ 525  525 €,498  kWh/m²  kilowatt hour per square meters,96 kg CO₂/m²,F,Gas
10571704,,,,"€ 897,000  897000 €",2.0,215  m² square meters,Hyper equipped,,,,12  m²  square meters,,,,2.0,,Yes,Yes,Good,"€ 1,214  1214 €",204  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10571703,,,1970.0,"€ 1,590,000  1590000 €",4.0,360  m² square meters,Hyper equipped,,,,,,315  m²  square meters,703  m²  square meters,4.0,,,Yes,Just renovated,"€ 2,863  2863 €",147  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571702,,,,"€ 1,200,000  1200000 €",,,Not installed,,,,,,,,2.0,,,Yes,To renovate,,Not specified,Not specified,Not specified,
10571701,,,,"€ 179,000  179000 €",2.0,75  m² square meters,Not installed,,,,8  m²  square meters,,,,,,Yes,Yes,,,173  kWh/m²  kilowatt hour per square meters,Not specified,B,
10571700,,,,"€ 209,000  209000 €",2.0,97  m² square meters,Semi equipped,,,,9  m²  square meters,,,,2.0,,,,To be done up,€ 804  804 €,227  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10373924,,,1956.0,"€ 212,000  212000 €",2.0,91  m² square meters,Installed,,,,5  m²  square meters,,,,2.0,,,,Good,€ 666  666 €,194  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571694,,,1967.0,"€ 189,000  189000 €",4.0,150  m² square meters,Semi equipped,,,Yes,,,,193  m²  square meters,2.0,,,,To renovate,€ 398  398 €,564  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10498559,Regio Tienen,,1875.0,"€ 419,000  419000 €",4.0,365  m² square meters,Hyper equipped,No,,,30  m²  square meters,,1120  m²  square meters,1581  m²  square meters,4.0,No,No,,As new,€ 935  935 €,341  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10519078,Grand Liège,,1981.0,"€ 435,000  435000 €",3.0,220  m² square meters,Installed,No,,,25  m²  square meters,,,1495  m²  square meters,4.0,,,Yes,Good,€ 971  971 €,220  kWh/m²  kilowatt hour per square meters,Not specified,C,
10300682,,,2002.0,"Make an offer starting from  € 450,000  Make an offer starting from  450000 €",3.0,205  m² square meters,Hyper equipped,No,,Yes,,,,1562  m²  square meters,4.0,,,,As new,"€ 1,982  1982 €",395  kWh/m²  kilowatt hour per square meters,Not specified,D,
10237400,,All kind,1854.0,"€ 490,000  490000 €",10.0,974  m² square meters,,No,,,,Yes,,4491  m²  square meters,,No,No,Yes,,"€ 1,509  1509 €",432  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10237399,,All kind,1854.0,"€ 490,000  490000 €",10.0,974  m² square meters,,No,,,,Yes,,4491  m²  square meters,,No,No,Yes,,"€ 1,509  1509 €",432  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10501024,Liège,,,"€ 499,000  499000 €",6.0,292  m² square meters,Semi equipped,,,,,,,211  m²  square meters,2.0,,No,,To be done up,"€ 2,002  2002 €",188  kWh/m²  kilowatt hour per square meters,38 kg CO₂/m²,C,Gas
10479144,,All kind,1989.0,"€ 499,000  499000 €",4.0,431  m² square meters,Installed,No,,Yes,,Yes,,1960  m²  square meters,,No,No,,As new,"€ 2,087  2087 €",465  kWh/m²  kilowatt hour per square meters,27000 kg CO₂/m²,E,Electric
9820929,,,1939.0,"€ 499,000  499000 €",5.0,,Semi equipped,Yes,,Yes,,,50  m²  square meters,,2.0,,,Yes,Good,"€ 1,703  1703 €",156  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10473197,,,,"€ 500,000  500000 €",,1121  m² square meters,Semi equipped,,,Yes,,,,1402  m²  square meters,,,,,,"€ 2,153  2153 €",Not specified,Not specified,Not specified,
10510178,,,1990.0,"€ 525,000  525000 €",4.0,210  m² square meters,USA hyper equipped,No,,,25  m²  square meters,,1000  m²  square meters,1400  m²  square meters,4.0,Yes,,,As new,"€ 1,695  1695 €",232  kWh/m²  kilowatt hour per square meters,58 kg CO₂/m²,C,Fuel oil
10456001,,Villa,1991.0,"€ 538,000  538000 €",4.0,462  m² square meters,,No,,Yes,,Yes,,1362  m²  square meters,4.0,No,No,,Good,"€ 1,242  1242 €",198  kWh/m²  kilowatt hour per square meters,Not specified,B,
10387394,,,2019.0,"€ 539,000  539000 €",4.0,315  m² square meters,Installed,No,,,,Yes,,560  m²  square meters,4.0,No,No,,As new,€ 567  567 €,111  kWh/m²  kilowatt hour per square meters,Not specified,B,
10547708,,,1990.0,"Make an offer starting from  € 549,000  Make an offer starting from  549000 €",4.0,197  m² square meters,Installed,,,,40  m²  square meters,,600  m²  square meters,893  m²  square meters,4.0,,,,As new,"€ 1,375  1375 €",322  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10422678,,All kind,1982.0,"€ 559,000  559000 €",3.0,150  m² square meters,Installed,No,,,,,1800  m²  square meters,2605  m²  square meters,,,,,As new,"€ 1,268  1268 €",204  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10491048,,All kind,2012.0,"€ 565,000  565000 €",4.0,255  m² square meters,USA installed,No,,Yes,,,,477  m²  square meters,,No,No,Yes,As new,"€ 1,237  1237 €",149  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10242905,,,1979.0,"€ 570,000  570000 €",3.0,150  m² square meters,Hyper equipped,No,,Yes,,,,706  m²  square meters,4.0,,,,Good,"€ 1,829  1829 €",336  kWh/m²  kilowatt hour per square meters,Not specified,D,
10521778,,,,"€ 570,000  570000 €",12.0,390  m² square meters,Not installed,,,,125  m²  square meters,,,,,,,,,"€ 1,900  1900 €",186  kWh/m²  kilowatt hour per square meters,34 kg CO₂/m²,C,Gas
10466617,,,,"€ 579,000  579000 €",6.0,301  m² square meters,Hyper equipped,Yes,,,27  m²  square meters,,,313  m²  square meters,3.0,No,No,Yes,As new,"€ 1,416  1416 €",246  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10467047,,,1986.0,"€ 590,000  590000 €",3.0,210  m² square meters,Installed,,,Yes,,,,666  m²  square meters,4.0,,,Yes,Good,"€ 3,569  3569 €",663  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10499115,,,1954.0,"Make an offer starting from  € 599,000  Make an offer starting from  599000 €",3.0,150  m² square meters,Installed,No,,,9  m²  square meters,,55  m²  square meters,,2.0,,No,Yes,Good,"€ 1,588  1588 €",363  kWh/m²  kilowatt hour per square meters,78 kg CO₂/m²,G,Gas
10261404,,All kind,1964.0,"€ 599,000  599000 €",3.0,245  m² square meters,Installed,,,,,,,23017  m²  square meters,,No,No,,Good,"€ 1,061  1061 €",712  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10396299,,,1919.0,"€ 615,000  615000 €",4.0,224  m² square meters,USA hyper equipped,,,,25  m²  square meters,,100  m²  square meters,188  m²  square meters,2.0,,,Yes,As new,"€ 1,001  1001 €",244  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10469654,,All kind,1994.0,"€ 619,000  619000 €",7.0,412  m² square meters,Installed,No,,Yes,,Yes,,1400  m²  square meters,,No,No,,As new,"€ 1,051  1051 €",153  kWh/m²  kilowatt hour per square meters,Not specified,B,Fuel oil
10259240,,,1986.0,"€ 625,000  625000 €",3.0,375  m² square meters,Hyper equipped,,,,85  m²  square meters,,1200  m²  square meters,1600  m²  square meters,4.0,Yes,,Yes,As new,,437  kWh/m²  kilowatt hour per square meters,Not specified,E,
10523840,,All kind,1959.0,"€ 645,000  645000 €",5.0,360  m² square meters,Installed,,1.0,Yes,,Yes,,2621  m²  square meters,,,,Yes,To renovate,,375  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10488442,,Villa,1980.0,"€ 648,000  648000 €",8.0,290  m² square meters,Installed,No,1.0,,,Yes,,1527  m²  square meters,4.0,No,No,Yes,Good,"€ 1,579  1579 €",313  kWh/m²  kilowatt hour per square meters,Not specified,D,
10534447,GROOT GENT,,1975.0,"€ 649,000  649000 €",3.0,203  m² square meters,Hyper equipped,No,,Yes,,,,1118  m²  square meters,4.0,No,,Yes,As new,"€ 1,354  1354 €",167  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10455128,Moorsel,,1990.0,"€ 655,000  655000 €",6.0,300  m² square meters,Hyper equipped,,,,95  m²  square meters,,800  m²  square meters,1016  m²  square meters,4.0,,,,As new,,136  kWh/m²  kilowatt hour per square meters,Not specified,B,
10451036,,,1999.0,"€ 695,000  695000 €",5.0,328  m² square meters,Installed,,,,29  m²  square meters,Yes,,1979  m²  square meters,,No,No,,As new,"€ 1,269  1269 €",244  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10547285,,All kind,1999.0,"€ 695,000  695000 €",4.0,268  m² square meters,Installed,,,Yes,,Yes,,2769  m²  square meters,,No,No,,As new,"€ 1,185  1185 €",443  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
10571685,,,,"€ 900,500  900500 €",5.0,273  m² square meters,Installed,,,Yes,,,,3490  m²  square meters,4.0,,,,,€ 9  9 €,Not specified,Not specified,Not specified,
10571684,,,,"€ 230,000  230000 €",4.0,157  m² square meters,Installed,,,,20  m²  square meters,,570  m²  square meters,805  m²  square meters,2.0,,,,Good,€ 578  578 €,266  kWh/m²  kilowatt hour per square meters,Not specified,D,
10571683,,,2022.0,"€ 1,296,000  1296000 €",5.0,550  m² square meters,Not installed,,,Yes,,,,2529  m²  square meters,,,,,To be done up,,Not specified,Not specified,Not specified,Gas
10571682,,,2022.0,"€ 1,296,000  1296000 €",5.0,550  m² square meters,Not installed,,,Yes,,,,2529  m²  square meters,,,,,To be done up,,Not specified,Not specified,Not specified,Gas
10571680,,,2009.0,"€ 299,500  299500 €",2.0,100  m² square meters,Installed,,,Yes,,,,,2.0,,Yes,Yes,Good,,123  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571677,,,2001.0,"€ 295,000  295000 €",2.0,79  m² square meters,,,,,25  m²  square meters,,,,2.0,,Yes,Yes,,€ 859  859 €,210  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10571675,Stekene,,2020.0,"€ 528,000  528000 €",2.0,108  m² square meters,Installed,,,Yes,,,,,,,Yes,Yes,,€ 863  863 €,44  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10571674,Sint-Gillis-Waas,,2004.0,"€ 648,000  648000 €",4.0,398  m² square meters,Installed,,,,79  m²  square meters,,,,3.0,,,,As new,"€ 1,376  1376 €",189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571672,Sint-Gillis-Waas,,2004.0,"€ 648,000  648000 €",4.0,398  m² square meters,Installed,,,,79  m²  square meters,,,,3.0,,,,As new,"€ 1,376  1376 €",189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571671,Stekene,,2020.0,"€ 528,000  528000 €",2.0,108  m² square meters,Installed,,,Yes,,,,,,,Yes,Yes,,€ 863  863 €,44  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10571670,Sint-Gillis-Waas,,2004.0,"€ 648,000  648000 €",4.0,398  m² square meters,Installed,,,,79  m²  square meters,,,,3.0,,,,As new,"€ 1,376  1376 €",189  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10571669,,,2022.0,"€ 398,000  398000 €",2.0,122  m² square meters,Installed,,,,20  m²  square meters,,,122  m²  square meters,,,Yes,Yes,Good,,Not specified,Not specified,Not specified,Gas
10571668,,,,"€ 645,000  645000 €",5.0,,Installed,,,Yes,,,,3500  m²  square meters,4.0,,,,,,848  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10571666,,,2022.0,"€ 398,000  398000 €",2.0,122  m² square meters,Installed,,,,20  m²  square meters,,,,,,Yes,Yes,Good,,Not specified,Not specified,Not specified,Gas
10571664,,,1974.0,"€ 330,000  330000 €",6.0,300  m² square meters,Installed,,,,,,,744  m²  square meters,4.0,,,,Good,€ 736  736 €,203  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10571656,,,,"€ 235,000  235000 €",1.0,80  m² square meters,Installed,,,,14  m²  square meters,,,,2.0,,,Yes,Good,,146  kWh/m²  kilowatt hour per square meters,29 kg CO₂/m²,C,
10571655,,,1967.0,"€ 248,000  248000 €",3.0,,,No,,Yes,,,,890  m²  square meters,3.0,,,,To renovate,€ 602  602 €,744  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10571653,,,,"€ 400,000  400000 €",5.0,,Installed,,,,,Yes,,1526  m²  square meters,4.0,,,Yes,Good,"€ 1,472  1472 €",309  kWh/m²  kilowatt hour per square meters,Not specified,D,
10571645,,,1987.0,"€ 349,000  349000 €",4.0,146  m² square meters,,,,,51  m²  square meters,,,700  m²  square meters,4.0,,,,,"€ 1,130  1130 €",433  kWh/m²  kilowatt hour per square meters,94 kg CO₂/m²,F,Electric
10571644,,Apartment building,,"Make an offer starting from  € 595,000  Make an offer starting from  595000 €",2.0,103  m² square meters,,No,,,,,,,2.0,,,,,,613  kWh/m²  kilowatt hour per square meters,150 kg CO₂/m²,G,
10571638,,,1974.0,"€ 149,000  149000 €",2.0,75  m² square meters,,No,,Yes,,,,,2.0,,,,Good,€ 720  720 €,386  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10571636,,Apartment building,1998.0,"€ 199,000  199000 €",2.0,85  m² square meters,,No,,Yes,,,,,2.0,No,Yes,,To renovate,,129  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10513628,,All kind,2001.0,"€ 735,000  735000 €",3.0,316  m² square meters,,No,,Yes,,Yes,,5030  m²  square meters,4.0,No,No,,As new,,Not specified,Not specified,Not specified,Fuel oil
10498627,GRAND VERVIERS,,,"€ 795,000  795000 €",5.0,350  m² square meters,Installed,No,,,30  m²  square meters,,3416  m²  square meters,3691  m²  square meters,4.0,No,,,As new,"€ 1,343  1343 €",141  kWh/m²  kilowatt hour per square meters,Not specified,B,Fuel oil
10539377,,Apartment building,,"€ 815,000  815000 €",7.0,400  m² square meters,Semi equipped,,,,,,13  m²  square meters,120  m²  square meters,2.0,No,No,Yes,Good,"€ 1,167  1167 €",290  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10135925,,All kind,1987.0,"€ 845,000  845000 €",4.0,225  m² square meters,Installed,,,,65  m²  square meters,Yes,,7080  m²  square meters,,No,No,,As new,€ 940  940 €,277  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10472169,,,2000.0,"€ 895,000  895000 €",2.0,715  m² square meters,USA hyper equipped,No,1.0,,,,360  m²  square meters,885  m²  square meters,2.0,No,No,,As new,"€ 2,728  2728 €",Not specified,Not specified,Not specified,Gas
10455224,,,2001.0,"€ 1,000,000  1000000 €",4.0,550  m² square meters,USA hyper equipped,No,,Yes,,,,9950  m²  square meters,4.0,,,,As new,"€ 3,116  3116 €",153  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10456315,,Villa,1963.0,"€ 1,090,000  1090000 €",4.0,320  m² square meters,Installed,,2.0,,,,,5980  m²  square meters,4.0,No,No,,As new,,Not specified,Not specified,Not specified,Gas
10476801,,,1905.0,"€ 1,100,000  1100000 €",4.0,528  m² square meters,Semi equipped,,3.0,,14  m²  square meters,,70  m²  square meters,237  m²  square meters,,No,No,,To renovate,"€ 2,456  2456 €",345  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10387658,,,1850.0,"€ 1,250,000  1250000 €",6.0,530  m² square meters,Hyper equipped,No,,,,,,10534  m²  square meters,,,,,As new,,570  kWh/m²  kilowatt hour per square meters,Not specified,F,
10537734,,All kind,1900.0,"€ 1,295,000  1295000 €",7.0,420  m² square meters,Installed,No,3.0,,2  m²  square meters,Yes,,24200  m²  square meters,,No,No,Yes,As new,"€ 2,215  2215 €",699  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10519439,,All kind,1960.0,"€ 1,345,000  1345000 €",8.0,499  m² square meters,Semi equipped,,,,,,,1316  m²  square meters,,,,,To renovate,"€ 3,691  3691 €",532  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10505292,,,1962.0,"€ 1,375,000  1375000 €",5.0,325  m² square meters,Hyper equipped,No,1.0,,,Yes,,2410  m²  square meters,4.0,,,,As new,,305  kWh/m²  kilowatt hour per square meters,57 kg CO₂/m²,D,Gas
10462009,,,1900.0,"€ 2,150,000  2150000 €",5.0,354  m² square meters,Installed,,,,60  m²  square meters,,600  m²  square meters,781  m²  square meters,3.0,No,No,Yes,To be done up,,330  kWh/m²  kilowatt hour per square meters,Not specified,F,
10187863,,,1800.0,"€ 2,450,000  2450000 €",20.0,2800  m² square meters,USA semi equipped,No,,Yes,,,,64254  m²  square meters,4.0,Yes,,Yes,To renovate,,Not specified,Not specified,Not specified,Fuel oil
10186886,,,,"€ 2,750,000  2750000 €",5.0,430  m² square meters,Installed,No,,,25  m²  square meters,,200  m²  square meters,,,,,,Good,,288  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10567753,,,1930.0,"€ 675,000  675000 €",2.0,109  m² square meters,USA hyper equipped,No,,,6  m²  square meters,,,,2.0,No,No,Yes,As new,,178  kWh/m²  kilowatt hour per square meters,35 kg CO₂/m²,D,
10579900,,All kind,1929.0,"€ 1,790,000  1790000 €",6.0,435  m² square meters,Installed,,1.0,,60  m²  square meters,,670  m²  square meters,670  m²  square meters,3.0,No,No,Yes,Good,"€ 4,462  4462 €",444  kWh/m²  kilowatt hour per square meters,116 kg CO₂/m²,G,Fuel oil
10553579,,,2005.0,,2.0,115  m² square meters,,,,,,,,,4.0,,,,Good,"€ 1,323  1323 €",355  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
10552936,Knokke,,,"€ 1,250,000  1250000 €",4.0,100  m² square meters,USA hyper equipped,Yes,,,15  m²  square meters,,,,2.0,No,Yes,Yes,As new,,184  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10555470,,Villa,,"€ 3,250,000  3250000 €",20.0,2625  m² square meters,,,,,,,35000  m²  square meters,35570  m²  square meters,4.0,No,Yes,Yes,To be done up,"€ 3,101  3101 €",552  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10562814,,,1983.0,"€ 530,000  530000 €",3.0,,,,1.0,Yes,,Yes,,589  m²  square meters,,No,No,,As new,"€ 1,038  1038 €",571  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10557980,,,1968.0,"€ 189,000  189000 €",3.0,97  m² square meters,Installed,No,,,5  m²  square meters,,,,2.0,,,,Good,€ 500  500 €,285  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10476111,,All kind,1940.0,"€ 265,000  265000 €",3.0,120  m² square meters,USA semi equipped,,,,,,,,3.0,No,No,,,"€ 1,000  1000 €",493  kWh/m²  kilowatt hour per square meters,62292 kg CO₂/m²,G,Gas
10484797,,,2023.0,"€ 380,000  380000 €",4.0,175  m² square meters,,,,,23  m²  square meters,,350  m²  square meters,435  m²  square meters,3.0,,,,,,Not specified,Not specified,Not specified,
10566136,,,1957.0,"€ 995,000  995000 €",4.0,310  m² square meters,,,,Yes,,,,850  m²  square meters,4.0,,,,As new,,268  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10469882,,,2023.0,"€ 1,316,690  1316690 €",4.0,720  m² square meters,USA hyper equipped,No,,,200  m²  square meters,,1000  m²  square meters,1236  m²  square meters,4.0,Yes,No,Yes,As new,,Not specified,Not specified,Not specified,
10571634,,,1996.0,"€ 495,000  495000 €",4.0,267  m² square meters,Hyper equipped,No,,Yes,,,,927  m²  square meters,4.0,No,No,Yes,As new,"€ 1,271  1271 €",224  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10571633,,,1973.0,"€ 575,000  575000 €",6.0,271  m² square meters,Hyper equipped,No,,Yes,,,,760  m²  square meters,4.0,No,No,,Good,"€ 2,337  2337 €",179  kWh/m²  kilowatt hour per square meters,Not specified,B,Fuel oil
10571631,,,,"€ 349,000  349000 €",2.0,91  m² square meters,Not installed,No,,,6  m²  square meters,,,,,No,Yes,,To be done up,,437  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
10571630,,,,"€ 195,000  195000 €",,44  m² square meters,Not installed,No,,,10  m²  square meters,,,,2.0,No,Yes,,To be done up,,271  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10571626,,,1962.0,"€ 249,500  249500 €",2.0,115  m² square meters,Hyper equipped,No,,Yes,,,,,2.0,No,No,,Good,€ 609  609 €,350  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10571624,,,1976.0,"€ 299,000  299000 €",2.0,154  m² square meters,Hyper equipped,No,,Yes,,,,1194  m²  square meters,4.0,No,No,Yes,,,489  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10571609,,,1850.0,"€ 259,000  259000 €",3.0,180  m² square meters,Installed,,,,61  m²  square meters,,431  m²  square meters,542  m²  square meters,2.0,No,No,,Good,€ 426  426 €,211  kWh/m²  kilowatt hour per square meters,52 kg CO₂/m²,C,Electric
10571601,,,,"€ 215,000  215000 €",2.0,118  m² square meters,Hyper equipped,No,,,,Yes,,397  m²  square meters,2.0,,,Yes,As new,€ 213  213 €,228  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10571596,,,,"€ 185,000  185000 €",1.0,86  m² square meters,,,,,,,,,2.0,,,,To be done up,€ 614  614 €,365  kWh/m²  kilowatt hour per square meters,67 kg CO₂/m²,E,Gas
10571595,,,,"€ 250,000  250000 €",4.0,130  m² square meters,Installed,,,,,,,,3.0,,,,Good,,383  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10571594,Antwerpen,,1980.0,"€ 239,000  239000 €",2.0,103  m² square meters,,,,,6  m²  square meters,,,,2.0,,,,,€ 973  973 €,251  kWh/m²  kilowatt hour per square meters,Not specified,C,
10571591,,,,"€ 535,000  535000 €",3.0,250  m² square meters,Installed,,,,,,,,3.0,,,Yes,To renovate,"€ 1,068  1068 €",322  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,F,Gas
10571590,,,,"€ 223,000  223000 €",3.0,100  m² square meters,,,,,,,,,,,,,,,430  kWh/m²  kilowatt hour per square meters,Not specified,F,
10571573,,,,"€ 182,500  182500 €",2.0,83  m² square meters,,,,,7  m²  square meters,,,,2.0,,Yes,,,€ 835  835 €,372  kWh/m²  kilowatt hour per square meters,372 kg CO₂/m²,E,Electric
10571570,,,,"€ 275,500  275500 €",3.0,200  m² square meters,Not installed,,,Yes,,Yes,,992  m²  square meters,4.0,,,,,,Not specified,Not specified,Not specified,
10571568,,,,"€ 166,000  166000 €",2.0,89  m² square meters,,,,,15  m²  square meters,,,,,,,Yes,,,273  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10571566,,,2006.0,"€ 155,000  155000 €",2.0,84  m² square meters,,,,,,,,,3.0,,,Yes,,,293  kWh/m²  kilowatt hour per square meters,Not specified,D,Pellet
10571562,,,,"€ 223,000  223000 €",3.0,100  m² square meters,,,,,,,,,,,,,,,430  kWh/m²  kilowatt hour per square meters,Not specified,F,
10571561,centre-ville,,,"€ 399,000  399000 €",4.0,325  m² square meters,Semi equipped,,1.0,,47  m²  square meters,,,310  m²  square meters,2.0,,Yes,Yes,To renovate,"€ 4,548  4548 €",283  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10571550,,,,"€ 215,000  215000 €",3.0,149  m² square meters,,No,,,,,,607  m²  square meters,4.0,No,No,,To renovate,,525  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10571541,,,,"€ 375,000  375000 €",5.0,,Semi equipped,No,,,,,,193  m²  square meters,,,,,To be done up,€ 798  798 €,761  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10571535,,,1949.0,"€ 990,000  990000 €",3.0,175  m² square meters,,No,,,18  m²  square meters,,,,2.0,No,Yes,Yes,As new,,260  kWh/m²  kilowatt hour per square meters,52 kg CO₂/m²,E,Gas
10571534,,,1952.0,"€ 199,000  199000 €",3.0,165  m² square meters,Installed,No,,Yes,,,,57  m²  square meters,4.0,,,,Good,€ 498  498 €,302  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10575320,,All kind,1957.0,"€ 4,200,000  4200000 €",3.0,450  m² square meters,Installed,,1.0,,45  m²  square meters,,1961  m²  square meters,1961  m²  square meters,4.0,No,No,,Good,"€ 11,382  11382 €",465  kWh/m²  kilowatt hour per square meters,132 kg CO₂/m²,G,Fuel oil
9982607,,,1966.0,"€ 159,000  159000 €",,48  m² square meters,,Yes,,,,,,,4.0,No,Yes,,Good,,228  kWh/m²  kilowatt hour per square meters,2871 kg CO₂/m²,C,
10326491,,,1974.0,"€ 119,000  119000 €",,49  m² square meters,Installed,,,,,,,,4.0,No,Yes,Yes,To be done up,,304  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10471190,,Apartment building,1970.0,"€ 129,000  129000 €",,45  m² square meters,,,,,,,,,,,,,As new,€ 574  574 €,295  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10362038,,,2000.0,"€ 149,000  149000 €",,36  m² square meters,Installed,,,,17  m²  square meters,,,,,No,Yes,,,€ 550  550 €,335  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10550372,,,1964.0,"€ 149,500  149500 €",2.0,106  m² square meters,Installed,,,Yes,,,,,,,,,As new,,272  kWh/m²  kilowatt hour per square meters,Not specified,C,
10479769,,,,"€ 159,000  159000 €",2.0,100  m² square meters,USA installed,,,,,,,,2.0,,,,Just renovated,,299  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10185607,,,,"€ 172,000  172000 €",,60  m² square meters,Hyper equipped,No,,Yes,,,,,2.0,No,Yes,,Good,,649  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
10454196,,,,"€ 175,000  175000 €",,42  m² square meters,,,,,,,,,,,,Yes,,,383  kWh/m²  kilowatt hour per square meters,77 kg CO₂/m²,G,
10495547,,,1993.0,"€ 175,000  175000 €",,25  m² square meters,,Yes,,,,,,,2.0,,Yes,,Good,,368  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10505993,,,2002.0,"€ 175,000  175000 €",,35  m² square meters,Installed,Yes,,Yes,,Yes,,,,No,Yes,,As new,,219  kWh/m²  kilowatt hour per square meters,Not specified,C,
10309804,Bruxelles,,1969.0,"€ 180,000  180000 €",,43  m² square meters,Not installed,No,,,,,69  m²  square meters,,3.0,,Yes,Yes,To be done up,,574  kWh/m²  kilowatt hour per square meters,113 kg CO₂/m²,G,Gas
10402089,,,,"€ 198,000  198000 €",1.0,60  m² square meters,Hyper equipped,No,,Yes,,,,,,No,Yes,,As new,,Not specified,Not specified,Not specified,Gas
